,ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
12670,0x121d2,CUS_0x67b1,May,Kanekol,2696,#F%$D@*&8,Doctor,34209.8,2747.816666666667,3,1,7,0,,16,4,7.51,,Good,1039.74,33.60066095111855,,No,0.0,275.45201149759464,Low_spent_Small_value_payments,289.32965516907205,Good
12671,0x13333,CUS_0x4394,February,Lez,27,#F%$D@*&8,Scientist,16974.83,1527.569166666667,3,6,14,5,"Not Specified, Payday Loan, Not Specified, Mortgage Loan, and Debt Consolidation Loan",6,17,19.93,8.0,Standard,1426.88,34.40942183214827,17 Years and 3 Months,Yes,54.635904118269146,54.851974923263995,Low_spent_Large_value_payments,313.26903762513354,Poor
12672,0x9e78,CUS_0xb882,March,Hlaf,33,732-56-8461,Entrepreneur,55835.7,4617.975,9,5,24,8,"Auto Loan, Mortgage Loan, Not Specified, Personal Loan, Auto Loan, Mortgage Loan, Student Loan, and Payday Loan",21,,34.19,13.0,Bad,2802.64,25.21115059673675,8 Years and 3 Months,Yes,269.2535212466654,106.61727067446164,High_spent_Medium_value_payments,335.92670807887305,Standard
12673,0x14272,CUS_0x5354,May,Rodrigo Camposy,33,910-46-8987,Mechanic,90133.59,7795.1325,6,6,20,3,"Student Loan, Credit-Builder Loan, and Credit-Builder Loan",12,19,16.25,6.0,Standard,1464.72,31.25206318919055,12 Years and 6 Months,Yes,194.60977603170073,737.8391499489363,Low_spent_Small_value_payments,137.06432401936294,Standard
12674,0xc0af,CUS_0x6ea0,February,Jeremy Pelofskyy,18,966-14-9295,_______,8969.985,617.4987500000002,9,6,22,8,"Mortgage Loan, Auto Loan, Student Loan, Personal Loan, Payday Loan, Debt Consolidation Loan, Payday Loan, and Payday Loan",52,21,16.73,6.0,Bad,4325.59,32.11468968096957,9 Years and 8 Months,Yes,39.621966905487135,59.31053224839491,Low_spent_Small_value_payments,252.81737584611798,Poor
12675,0xeef2,CUS_0x4900,January,,34,518-03-9456,Teacher,17666.82,,8,5,3,2,"Mortgage Loan, and Debt Consolidation Loan",25,22,-3.23,0.0,Good,346.12,23.207178487813977,25 Years and 10 Months,No,18.33757706656416,157.76115099956257,Low_spent_Small_value_payments,274.72477193387317,Standard
12676,0xc834,CUS_0x58c5,July,Rier,27_,780-95-9123,Lawyer,77677.38,6476.115000000002,3,7,7,-100,"Not Specified, and Payday Loan",19,13,1.42,5.0,Standard,86.8,29.032367329772185,27 Years and 2 Months,No,118.63054291149555,431.71880746363837,High_spent_Small_value_payments,357.2621496248661,Good
12677,0x13d93,CUS_0xa6e0,June,Clara Ferreira-Marquest,55,134-85-8550,Accountant,150755.48,12764.956666666669,5,5,7,4,"Student Loan, Payday Loan, Auto Loan, and Credit-Builder Loan",18,4,3.54,2.0,Good,559.23,32.84022836790693,31 Years and 10 Months,NM,470.40725533626966,321.6000132722624,High_spent_Large_value_payments,724.4883980581347,Good
12678,0x11ade,CUS_0xa9e,January,Dave Clarkej,36,644-91-0094,Architect,80247.24_,6622.27,7,6,21,4,"Payday Loan, Payday Loan, Not Specified, and Payday Loan",17,19,5.699999999999998,8.0,Bad,1266.03,26.64886154190655,18 Years and 5 Months,Yes,61246.0,269.76006390029306,Low_spent_Medium_value_payments,508.0194978165521,Poor
12679,0x1315f,CUS_0xb9c9,February,Lucianab,19,375-46-0915,Architect,19575.89,,5,403,16,5,"Auto Loan, Payday Loan, Not Specified, Home Equity Loan, and Payday Loan",14,13,18.27,6.0,_,2394.38,27.41072352702121,16 Years and 11 Months,Yes,54.09079591393567,__10000__,Low_spent_Small_value_payments,301.69319151116434,Poor
12680,0x9d8c,CUS_0x43a3,July,Ra,26,954-99-5736,Media_Manager,121453.36,10084.113333333333,1,6,11,2,"Not Specified, and Payday Loan",4,4,5.56,3.0,Good,338.28,28.492409035271,22 Years and 9 Months,No,28184.0,121.96124067110395,High_spent_Large_value_payments,983.8456493010539,Standard
12681,0x1b163,CUS_0x81d7,February,Emeliak,27,413-90-4760,Accountant,18323.175,1504.93125,1,3,4,0,,10,10,-0.92,2.0,Good,879.33,29.33608741323012,19 Years and 0 Months,No,0.0,167.57988460525897,Low_spent_Small_value_payments,272.91324039474097,Good
12682,0x14087,CUS_0x7a77,June,Huw Jonesq,23,044-19-7799,Musician,32085.89,2460.8241666666668,4,6,14,5,"Payday Loan, Credit-Builder Loan, Payday Loan, Mortgage Loan, and Auto Loan",6,13,18.02,6.0,Standard,742.25,22.563980120015568,18 Years and 10 Months,Yes,84.06232163523586,104.05838821003849,!@9#%8,317.96170682139234,Standard
12683,0x133c9,CUS_0xb83e,August,Gergely Szakacsk,38_,200-64-0969,Doctor,65671.98,5191.665,1,4,2,1,Credit-Builder Loan,15,1,11.01,3.0,Good,1463.48,31.752284044409585,21 Years and 10 Months,No,30.131349116475764,511.01173148340376,Low_spent_Medium_value_payments,258.02341940012053,Good
12684,0x126a7,CUS_0x315f,June,Vladimird,53,940-94-4342,Mechanic,41794.32,3347.86,0,5,7,3,"Home Equity Loan, Payday Loan, and Payday Loan",1,,3.78,4.0,Good,302.02,26.73153729442581,26 Years and 2 Months,NM,89.81563465332981,45.277873637063955,High_spent_Large_value_payments,439.6924917096063,Good
12685,0x1f3df,CUS_0xbcc8,June,Anna Drivere,30,420-90-0566,Engineer,14000.59,1383.7158333333334,3,3,4,2,"Not Specified, and Home Equity Loan",7,10,13.68,1.0,Good,1062.47,33.38211288090592,27 Years and 9 Months,No,20.25217484275664,88.3796822341141,Low_spent_Small_value_payments,319.73972625646263,Standard
12686,0x22cc7,CUS_0xc2c0,June,Langef,16,498-38-6425,Manager,14198.91,1099.2425,6,7,6,6,"Payday Loan, Auto Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, and Debt Consolidation Loan",17,18,18.44,6.0,Standard,603.87,28.0006103696916,8 Years and 7 Months,Yes,70.49609995083726,30.06383900665491,High_spent_Small_value_payments,269.36431104250784,Standard
12687,0x7795,CUS_0xc2dc,August,roo,15,480-21-2927,Manager,42450.3,3382.525,6,5,20,9,"Not Specified, Personal Loan, Not Specified, Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Payday Loan, Student Loan, and Personal Loan",15,25,27.85,7.0,Bad,4653.37,29.439359618619463,5 Years and 9 Months,Yes,165.16512521347562,93.35891788563744,High_spent_Small_value_payments,339.728456900887,Standard
12688,0x11aca,CUS_0x2c87,May,Alwyn Scottg,54,800-16-9117,Journalist,33103.85,2512.6541666666667,3,3,14,3,"Credit-Builder Loan, Payday Loan, and Student Loan",29,14,16.39,3.0,Standard,521.92,30.422981638196287,25 Years and 5 Months,Yes,73.93236798333274,291.914779360836,Low_spent_Small_value_payments,175.4182693224979,Standard
12689,0x12f6d,CUS_0x5a2f,August,Mutikaniv,18_,392-01-5767,Teacher,14020.86,1241.405,2,43,9,0,,10,11,16.259999999999998,7.0,Good,1360.5,24.81397162437716,17 Years and 11 Months,No,0.0,__10000__,Low_spent_Small_value_payments,290.43845195035533,Standard
12690,0x2841,CUS_0x5ccb,April,Govindasamyh,41,037-01-6529,Teacher,21720.955,2039.0795833333332,0,4,10,2,"Student Loan, and Credit-Builder Loan",9,9,2.71,1.0,_,992.78,34.4092051153341,18 Years and 7 Months,NM,32.31239992892931,123.74106268863423,High_spent_Small_value_payments,307.8544957157698,Poor
12691,0xa8b1,CUS_0x5f97,April,Nick Zieminskiq,26,568-79-7786,Lawyer,25322.83,,6,250,8,2,"Credit-Builder Loan, and Home Equity Loan",18,19,8.25,2.0,_,266.33,30.411571228256136,23 Years and 1 Months,No,33.25945350901993,153.97660789175885,Low_spent_Small_value_payments,289.58752193255464,Standard
12692,0x18fe2,CUS_0x2d8c,May,Davidr,38,316-30-8022,Musician,9464.405,875.7004166666667,8,9,19,9,"Debt Consolidation Loan, Auto Loan, Payday Loan, Mortgage Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Not Specified, and Not Specified",56,16,27.98,7.0,_,3814.48,32.79189316587379,12 Years and 1 Months,Yes,64.82523997580627,76.7548813758039,!@9#%8,215.9899203150565,Standard
12693,0x19a30,CUS_0x166c,March,Longstrethl,40,422-62-7783,_______,43016.7,3853.725,7,7,27,6,"Payday Loan, Personal Loan, Personal Loan, Not Specified, Student Loan, and Home Equity Loan",60,10,18.66,877.0,Standard,2136.77,35.566648544805915,11 Years and 7 Months,Yes,131.24895370254958,114.81608694829036,High_spent_Medium_value_payments,389.30745934916,Poor
12694,0x1c79d,CUS_0x4f29,April,Sruthiu,37,332-04-0058,Journalist,18431.8,1543.9833333333331,7,5,4,4,"Student Loan, Not Specified, Not Specified, and Personal Loan",24,9,4.59,0.0,Good,1405.43,29.786874749032,29 Years and 2 Months,No,52.69003965639821,150.31960261706698,Low_spent_Medium_value_payments,231.38869105986817,Poor
12695,0x19135,CUS_0x3e2c,August,Matthew Goldsteins,33,518-50-0395,Architect,43995.49,3927.290833333333,4,5,5,0,,15,7,2.74,7.0,Good,864.6,23.045008758835593,25 Years and 10 Months,No,0.0,160.6492423229459,Low_spent_Large_value_payments,502.0798410103873,Poor
12696,0x16951,CUS_0x5ea2,August,Julien Toyerf,36,266-58-4616,Entrepreneur,17869.29,1643.1075,6,3,19,4_,"Payday Loan, Payday Loan, Auto Loan, and Not Specified",30,10,9.2,6.0,Standard,276.09,27.60574336325031,27 Years and 6 Months,Yes,42.04241999493512,89.93387496084463,High_spent_Small_value_payments,292.33445504422025,Standard
12697,0x73d1,CUS_0x10dd,April,Praveen Menonq,25,907-60-4113,Teacher,105645.6_,9090.8,4,3,5,4,"Credit-Builder Loan, Student Loan, Payday Loan, and Personal Loan",28,19,2.41,1.0,Standard,1336.91,38.17213008871961,21 Years and 0 Months,No,315.40610064414074,166.87599167856968,High_spent_Medium_value_payments,676.7979076772897,Standard
12698,0x21827,CUS_0x1ecf,June,Strobeld,27,512-45-2310,Doctor,19922.11,1508.1758333333337,7,6,27,9,"Mortgage Loan, Student Loan, Home Equity Loan, Student Loan, Debt Consolidation Loan, Not Specified, Student Loan, Auto Loan, and Credit-Builder Loan",46,,23.54,7.0,_,4671.11,27.763149064391516,2 Years and 0 Months,Yes,111.90992940692055,124.73551800961953,Low_spent_Medium_value_payments,194.17213591679328,Standard
12699,0x16bec,CUS_0xa1ce,March,Taro Fusev,4860,943-83-3622,Scientist,17092.69,1695.3908333333331,7,3,19,7,"Not Specified, Not Specified, Mortgage Loan, Credit-Builder Loan, Not Specified, Credit-Builder Loan, and Mortgage Loan",23,,16.4,8.0,Standard,1417.06,40.06855374079658,12 Years and 0 Months,Yes,62.79425951657174,23.1356181921813,!@9#%8,323.6092056245803,Standard
12700,0x8ed1,CUS_0xc211,April,Brian Ellsworthv,33,884-43-1819,Architect,22252.63,,8,6,8,2,"Mortgage Loan, and Auto Loan",20,11,17.3,6.0,Standard,358.36,27.89259535297893,31 Years and 1 Months,Yes,28.043911972698822,,Low_spent_Large_value_payments,325.4644498419825,Standard
12701,0x2297b,CUS_0x8234,February,Annh,44,838-10-8480,Accountant,10690.96,973.9133333333332,3,5,15,3,"Auto Loan, Mortgage Loan, and Auto Loan",13,9,10.89,3.0,_,260.75,37.87416358070249,32 Years and 3 Months,No,24.454513178548755,33.599891507674194,High_spent_Small_value_payments,299.33692864711037,Standard
12702,0x1535c,CUS_0x32ba,March,Emilyc,51,#F%$D@*&8,Lawyer,115735.76,9468.646666666666,5,7,13,0,,20,11,5.41,1.0,Standard,1282.88,32.11072394539621,16 Years and 1 Months,No,0.0,581.1861854189816,Low_spent_Medium_value_payments,645.678481247685,Standard
12703,0x824e,CUS_0xa877,May,Scottg,55,112-83-9854,Manager,18167.415,1503.95125,1,7,5,3,"Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",10,3,5.99,2.0,Good,718.95,34.58442124173075,31 Years and 11 Months,No,24.44118001114382,144.459385029488,Low_spent_Medium_value_payments,261.4945599593682,Standard
12704,0x24833,CUS_0x4a45,June,Charlie Zhuk,38,948-93-2039,Journalist,9194.97,704.2475,7,9,25,8,"Credit-Builder Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, Mortgage Loan, Payday Loan, and Mortgage Loan",63,18,19.48,9.0,Bad,3770.27,25.594093764062443,14 Years and 1 Months,Yes,54.782909342164885,89.95762513608477,!@9#%8,215.68421552175036,Poor
12705,0x8bd0,CUS_0x8ed,March,Huw Jonesn,27,315-27-3562,_______,42796.52,3461.376666666666,4,4,9,0,,6,15,12.85,10.0,Standard,631.12,32.500534575296435,19 Years and 10 Months,NM,0.0,99.33286302571724,High_spent_Medium_value_payments,496.8048036409494,Standard
12706,0x1f1d6,CUS_0x804b,January,Douwe Miedemaq,47,799-49-2272,Accountant,11274.515,689.5429166666668,3,5,6,4,"Payday Loan, Personal Loan, Student Loan, and Debt Consolidation Loan",5,16,2.25,2.0,Standard,771.99,37.687238663874005,,No,32.0336534398321,19.897768923054358,Low_spent_Large_value_payments,287.02286930378017,Standard
12707,0xeae4,CUS_0xb6aa,July,Luciana Lopezm,42,#F%$D@*&8,Doctor,16678.98,1233.915,8,7,23,2,"Home Equity Loan, and Not Specified",54,13,9.36,9.0,Standard,2195.45,35.95252122021143,7 Years and 7 Months,Yes,14.490600920325534,,Low_spent_Small_value_payments,301.3362175961811,Poor
12708,0x12bd6,CUS_0x7281,January,,14,840-14-9434,Architect,54553.59,4547.1325,7,5,22,8,"Payday Loan, Home Equity Loan, Payday Loan, Payday Loan, Not Specified, Auto Loan, Payday Loan, and Debt Consolidation Loan",35,22,7.89,11.0,Bad,4970.14,23.89103858900173,9 Years and 1 Months,Yes,239.1367341807063,297.917094472316,Low_spent_Small_value_payments,207.65942134697778,Standard
12709,0x2445,CUS_0x1df1,April,Barberm,30,265-59-2725,Mechanic,73434.92_,5849.576666666668,1,5,5,4,"Payday Loan, Credit-Builder Loan, Auto Loan, and Personal Loan",6,3,11.93,0.0,Good,192.45,33.500862956299294,15 Years and 10 Months,No,30358.0,562.4491165338296,Low_spent_Small_value_payments,98.07837173590224,Standard
12710,0x4bef,CUS_0x39ff,June,Pedrox,31,248-94-4825,Manager,78290.36,6648.196666666668,6,3,13,0,,30,21,9.59,3.0,Standard,952.61,30.33010696082395,23 Years and 7 Months,No,0.0,55.664815252374275,High_spent_Large_value_payments,849.1548514142925,Standard
12711,0x17f05,CUS_0x4c76,August,Miyoungv,35,584-57-7987,Scientist,120404.22,10107.685,4,3,11,4,"Personal Loan, Not Specified, Mortgage Loan, and Credit-Builder Loan",5,10,11.31,2.0,Good,390.39,36.14460936312863,27 Years and 8 Months,No,273.2600777645337,212.83532282175358,High_spent_Large_value_payments,764.6730994137127,Standard
12712,0x1addf,CUS_0x8464,February,Deepal,45,909-43-8498,Architect,36403.98,3012.6650000000004,6,5,17,6,"Credit-Builder Loan, Payday Loan, Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, and Auto Loan",16,10,16.89,7.0,Standard,524.79,29.599770888392943,15 Years and 5 Months,Yes,133.1854954468626,97.67256364334568,High_spent_Medium_value_payments,320.4084409097918,Standard
12713,0x216e0,CUS_0xacf,March,Rachellee,27,458-25-2966,Writer,152104.68,12603.39,2,3,11,1,Credit-Builder Loan,12,6,3.76,2.0,Good,370.63,31.55289431448237,23 Years and 6 Months,No,114.70309169970078,399.32250668428094,High_spent_Medium_value_payments,996.3134016160184,Good
12714,0x701b,CUS_0x3fb3,February,Shihd,29,#F%$D@*&8,Mechanic,119568.15,9880.0125,0,4,1,3,"Student Loan, Student Loan, and Not Specified",13,11,8.87,0.0,Good,451.46,38.74408266602747,,No,249.68111315506025,292.32086197316664,High_spent_Medium_value_payments,695.9992748717734,Poor
12715,0x36ea,CUS_0x7546,January,Brownt,24,865-51-0008,Entrepreneur,11866.345,,7,7,20,1,Credit-Builder Loan,17,19,17.73,6.0,Standard,276.34,25.523093437542077,24 Years and 1 Months,NM,8.367989377877612,98.81370815054056,Low_spent_Medium_value_payments,271.30451080491514,Standard
12716,0x3016,CUS_0x719f,May,Alasdair Reillyx,18,380-45-5656,Architect,13486.615,1003.8845833333332,8,6,8,2,"Debt Consolidation Loan, and Payday Loan",5,12,13.26,1.0,Good,45.37,24.33429934127113,18 Years and 9 Months,No,14.724661645786846,37.130887883469185,High_spent_Medium_value_payments,298.5329088040773,Good
12717,0x23ba5,CUS_0x4e5f,August,Himank Sharmad,38,682-27-7124,Writer,39066.64,3213.5533333333333,3,1,8,2_,"Payday Loan, and Home Equity Loan",11,3,1.22,5.0,Good,6.84,34.61061046933609,22 Years and 8 Months,No,34.301129329622874,300.77031184860454,!@9#%8,256.283892155106,Good
12718,0x18e3f,CUS_0x7cb3,June,Somervillen,20,890-81-4409,Accountant,57563.94,4917.995,4,7,18,0,,25,15,8.03,7.0,Standard,1443.0,38.0720046398616,17 Years and 6 Months,NM,0.0,54.722023619451285,High_spent_Medium_value_payments,687.0774763805488,Standard
12719,0xefcd,CUS_0x5b5a,April,Valenciar,44,531-46-1872,Engineer,40894.22,,5,5,11,0,,5,0,3.07,0.0,Good,1243.45,29.417998599805397,33 Years and 0 Months,No,0.0,126.73097836678707,High_spent_Medium_value_payments,445.45418829987966,Good
12720,0xc290,CUS_0x89d0,March,Levinet,24,537-67-2894,Teacher,20317.12,1697.093333333333,1565,6,17,4,"Mortgage Loan, Auto Loan, Personal Loan, and Student Loan",14,,17.72,7.0,Standard,2695.78,29.34164587453492,6 Years and 5 Months,Yes,59.69878767983766,34.67729512279273,High_spent_Medium_value_payments,325.3332505307029,Standard
12721,0x1040b,CUS_0x8b90,February,,35,236-26-0276,Manager,102343.68,8736.64,6,5,10,4_,"Personal Loan, Auto Loan, Payday Loan, and Credit-Builder Loan",27,21,11.17,3.0,Standard,450.66,25.970227839550017,15 Years and 10 Months,Yes,240.35148110451755,609.319800405803,Low_spent_Medium_value_payments,303.99271848967936,Standard
12722,0xab3d,CUS_0x8291,August,Carrick Mollenkampn,39,765-14-8559,Teacher,34826.32,2664.193333333333,8,8,30,5,"Credit-Builder Loan, Not Specified, Mortgage Loan, Personal Loan, and Payday Loan",25,15,20.72,9.0,_,4070.33,38.081025550482586,1 Years and 10 Months,NM,119.96004215605728,,Low_spent_Large_value_payments,315.2377358282267,Poor
12723,0x32e2,CUS_0x7cd3,January,Nawagunan,-500,627-28-9742,Scientist,28406.16,2371.18,1,3,2,0,,22,3,10.23,4.0,_,1115.66,29.54065175154122,23 Years and 5 Months,NM,0.0,85.56074778869069,Low_spent_Small_value_payments,441.5572522113093,Standard
12724,0x106c7,CUS_0x74fa,June,Browns,47_,230-43-6105,Entrepreneur,33647.34,2804.945,8,5,9,4,"Not Specified, Not Specified, Debt Consolidation Loan, and Mortgage Loan",15,6,11.07,4.0,Standard,1152.93,30.3822970550031,24 Years and 3 Months,No,102.55755588924612,88.80283278966496,Low_spent_Large_value_payments,359.1341113210889,Standard
12725,0x1ff32,CUS_0x9d10,January,Svea Herbst-Baylissh,47,320-15-5280,Entrepreneur,132641.34_,11051.445,1379,3,6,1,Credit-Builder Loan,3,11,15.6,,Good,831.63,44.46215439940335,20 Years and 7 Months,No,70.10041864527824,88.50130554697806,High_spent_Large_value_payments,1186.5427758077435,Standard
12726,0x18036,CUS_0x35bd,January,Sh,33,042-56-3090,Media_Manager,20251.96,,6,5,26,6,"Payday Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan, Student Loan, and Payday Loan",62,21,5.09,7.0,_,2168.54,36.12091520117888,10 Years and 8 Months,Yes,1468.0,92.51410335168109,Low_spent_Small_value_payments,268.2444213569233,Poor
12727,0x1991e,CUS_0xb2d2,May,Ryan Vlastelicas,8411,199-93-0552,Developer,53979.12,4792.26,3,6,20,1,Auto Loan,20,14,11.87,4.0,Standard,543.95,32.26386957037812,18 Years and 7 Months,No,39.35303604581543,195.38638304454375,High_spent_Medium_value_payments,494.4865809096409,Standard
12728,0x1a806,CUS_0xc632,May,Brockp,24,645-54-6745,Journalist,33376.81,2890.400833333333,2,5,1,3_,"Student Loan, Credit-Builder Loan, and Debt Consolidation Loan",14,9,14.16,3.0,_,252.34,25.586950805519383,30 Years and 9 Months,No,82.41644185018785,160.00981978388282,Low_spent_Medium_value_payments,326.61382169926264,Poor
12729,0x6adc,CUS_0xbc06,March,Scott Maloned,21,095-45-2407,Writer,9446.245,995.1870833333336,6,7,9,7,"Mortgage Loan, Auto Loan, Student Loan, Student Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",19,15,9.07,8.0,Standard,1689.51,30.00036349425544,19 Years and 1 Months,NM,38.22067168137588,55.24919629570499,Low_spent_Small_value_payments,296.0488403562525,Poor
12730,0x12e76,CUS_0xc40f,January,,45,115-97-3102,Developer,8071.24,493.60333333333335,7,5,21,9,"Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Payday Loan, Personal Loan, and Personal Loan",49,24,7.86,9.0,Bad,1311.23,34.442295074334844,12 Years and 7 Months,Yes,45.681562306894385,39.338452326819116,Low_spent_Medium_value_payments,244.34031869961981,Poor
12731,0x1e5fe,CUS_0x4bda,May,,53,826-37-6944,Doctor,69886.64,5673.886666666666,4,6,3,1,Home Equity Loan,10,1,7.52,2.0,Good,683.01,22.37467983856124,17 Years and 7 Months,No,57.13476328705072,508.33305786623396,Low_spent_Large_value_payments,271.92084551338195,Standard
12732,0x3e82,CUS_0x9cea,January,Basesj,20_,462-34-2340,Accountant,19997.48,1562.456666666667,8,8,27,7,"Home Equity Loan, Student Loan, Home Equity Loan, Student Loan, Student Loan, Not Specified, and Debt Consolidation Loan",37,25,3.82,10.0,Bad,3723.83,22.7263982616485,2 Years and 5 Months,Yes,94.15938052147632,97.60187436303951,!@9#%8,224.4844117821509,Poor
12733,0x22b2e,CUS_0x4813,May,Nate Raymondp,32,482-77-1212,Media_Manager,84845.48,7187.456666666666,4,3,10,3,"Debt Consolidation Loan, Auto Loan, and Not Specified",6,10,8.52,6.0,_,5.28,36.48591566490895,24 Years and 7 Months,No,137.01188150268533,__10000__,High_spent_Large_value_payments,725.9144315766745,Good
12734,0x1d8aa,CUS_0xaeda,January,Gregl,37,745-72-3624,_______,55444.56,4815.38,10,1181,17,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, and Personal Loan",36,18,8.73,12.0,Bad,1310.68,39.70126259462489,15 Years and 3 Months,Yes,171.90826771273657,144.05472903858185,High_spent_Medium_value_payments,415.57500324868164,Standard
12735,0xb180,CUS_0x3d44,March,,-500,534-16-1512,Media_Manager,23557.5,1797.125,7,4,6,4,"Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Mortgage Loan",19,16,8.78,0.0,Standard,7.51,24.83634309421148,28 Years and 0 Months,No,41.417036028041785,226.82668833568482,!@9#%8,201.46877563627342,Standard
12736,0xfa13,CUS_0x6853,June,,45,#F%$D@*&8,Manager,8305.15,,7,5,32,9,"Debt Consolidation Loan, Student Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Not Specified, Not Specified, and Personal Loan",51,19,1.97,9.0,_,3816.44,37.91817133832184,2 Years and 10 Months,Yes,48.915991149039904,49.912605573400974,Low_spent_Small_value_payments,253.18098661089246,Poor
12737,0x1a4cd,CUS_0x5cf1,August,Chees,45,790-92-7422,_______,20828.2,1870.6833333333332,9,9,27,9,"Payday Loan, Mortgage Loan, Personal Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Home Equity Loan, and Student Loan",62,15,2.21,11.0,Bad,4738.05,40.3913770337569,11 Years and 10 Months,Yes,139.686189738121,36.08088034630097,!@9#%8,271.30126324891137,Standard
12738,0x1d1ef,CUS_0xb8a2,June,Gregk,29,722-89-2405,_______,87232.86,,4,4,20,3,"Mortgage Loan, Mortgage Loan, and Auto Loan",29,9,12.84,4.0,Standard,1169.61,33.29883444655318,28 Years and 2 Months,Yes,177.52915868950382,225.34954137418237,Low_spent_Medium_value_payments,588.9617999363138,Standard
12739,0x6876,CUS_0x41de,January,,41,233-05-2790,Journalist,17680.78,1663.398333333333,10,5,17,6,"Student Loan, Personal Loan, Student Loan, Home Equity Loan, Credit-Builder Loan, and Personal Loan",24,9,16.02,12.0,Standard,2253.32,33.93440825384016,8 Years and 7 Months,Yes,75.38738427906844,69.52734416794422,Low_spent_Large_value_payments,291.4251048863207,Poor
12740,0xdf4e,CUS_0x1b42,May,,43,073-79-8798,Musician,168899.44,14211.953333333331,4,4,4,1,Home Equity Loan,9,8,0.96,0.0,Good,826.84,40.3394525617971,30 Years and 8 Months,NM,71.85157419644659,942.8080033480072,Low_spent_Large_value_payments,676.5357557888794,Good
12741,0x6a95,CUS_0xafb5,April,Jennifer Sabae,16,#F%$D@*&8,Journalist,50104.05,4323.3375,4,5,34,-100,"Mortgage Loan, and Student Loan",29,11,12.59,10.0,Standard,1637.92,38.24307131280493,,Yes,55.009959267487936,88.24324765313624,High_spent_Large_value_payments,529.0805430793758,Standard
12742,0x1430d,CUS_0x5b0d,April,,17,740-39-0372,Writer,14433.94,1113.8283333333334,9,5,34,9,"Home Equity Loan, Debt Consolidation Loan, Payday Loan, Payday Loan, Home Equity Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, and Student Loan",21,20,28.84,6.0,_,3155.47,26.57051536444085,13 Years and 4 Months,Yes,81.00111264305716,45.68227766010565,High_spent_Small_value_payments,244.69944303017053,Standard
12743,0x1df93,CUS_0xa110,June,Katya Golubkovah,31,#F%$D@*&8,Scientist,67151.6_,5497.966666666667,5,4,11,7,"Payday Loan, Home Equity Loan, Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Personal Loan, and Auto Loan",26,14,16.56,6.0,_,41.67,33.506124750930674,5 Years and 7 Months,Yes,369.9293787156488,142.24081450282313,High_spent_Small_value_payments,297.6264734481949,Good
12744,0x16c29,CUS_0x7c12,April,Greg Roumeliotisg,32_,477-14-0592,Manager,31417.15,2664.0958333333333,3,6,18,3,"Home Equity Loan, Payday Loan, and Not Specified",30,10,17.26,0.0,Standard,362.31,29.22314213729072,,Yes,64.18962321994077,217.7955530644497,Low_spent_Small_value_payments,274.42440704894284,Standard
12745,0xd280,CUS_0x2fca,March,Vinocury,46,279-66-3207,Musician,126769.86000000002,10265.155,5,4,6,1,Credit-Builder Loan,12,5,6.63,1.0,Good,393.52_,32.033250779083325,24 Years and 0 Months,No,79.73353789280046,__10000__,High_spent_Large_value_payments,924.8618112867704,Good
12746,0x13da0,CUS_0x792f,July,Sakari Suoninent,24,#F%$D@*&8,Teacher,90216.75,7487.0625,4,2,12,1,Payday Loan,10,,2.81,2.0,Good,9.35,34.90672924888788,20 Years and 8 Months,No,37.760370899923245,__10000__,Low_spent_Medium_value_payments,599.9610310976483,Good
12747,0x31e7,CUS_0x33b4,February,Grant McCooln,44,656-60-6101,Musician,21484.035,2073.3362500000007,5,3,8,3_,"Mortgage Loan, Personal Loan, and Mortgage Loan",25,12_,1.08,4.0,Good,939.2,38.88981179378301,,No,33.155266552541065,68.43905471285139,High_spent_Medium_value_payments,355.73930373460763,Poor
